,Date,Records,PctTotal,NoDir,PctNoDir
0,2022-09-01,286,99.3,22,7.7
0,2022-09-02,287,99.7,2,0.7
0,2022-09-03,288,100.0,0,0.0
0,2022-09-04,286,99.3,0,0.0
0,2022-09-05,288,100.0,0,0.0
0,2022-09-06,287,99.7,15,5.2
0,2022-09-07,288,100.0,0,0.0
0,2022-09-08,286,99.3,0,0.0
0,2022-09-09,288,100.0,0,0.0
0,2022-09-10,288,100.0,1,0.3
0,2022-09-11,288,100.0,3,1.0
0,2022-09-12,288,100.0,0,0.0
0,2022-09-13,288,100.0,11,3.8
0,2022-09-14,288,100.0,5,1.7
0,2022-09-15,287,99.7,13,4.5
0,2022-09-16,287,99.7,13,4.5
0,2022-09-17,285,99.0,4,1.4
0,2022-09-18,286,99.3,0,0.0
0,2022-09-19,288,100.0,3,1.0
0,2022-09-20,288,100.0,24,8.3
0,2022-09-21,159,55.2,6,3.8
0,2022-09-22,188,65.3,4,2.1
0,2022-09-23,288,100.0,21,7.3
0,2022-09-24,287,99.7,5,1.7
0,2022-09-25,288,100.0,6,2.1
0,2022-09-26,288,100.0,0,0.0
0,2022-09-27,288,100.0,6,2.1
0,2022-09-28,288,100.0,1,0.3
0,2022-09-29,287,99.7,10,3.5
0,2022-09-30,285,99.0,11,3.9
0,2022-10-01,275,95.5,7,2.5
0,2022-10-02,288,100.0,3,1.0
0,2022-10-03,288,100.0,24,8.3
